i.id;oa.id;i.name;oa.name;i.geo;oa.geo;dist (m);matching_name
21754;https://openalex.org/I116953780;TONGJI UNIVERSITY;Tongji University;;31.22222, 121.45806;;True
21756;https://openalex.org/I80281795;UNIVERSITY OF OTAGO;University of Otago;;-45.87416, 170.50362;;True
21766;https://openalex.org/I4210162625;TROPIQ HEALTH SCIENCES;TropIQ Health Sciences;51.84260195, 5.8385196119892;51.8425, 5.85278;980.0;True
21770;https://openalex.org/I874055015;TEESSIDE UNIVERSITY;Teesside University;54.5723357, -1.2291577;54.57623, -1.23483;567.0;True
21776;https://openalex.org/I4210162841;MARITSA VEGETABLE CROPS RESEARCH INSTITUTE;Maritsa Vegetable Crops Research Institute;42.1419118, 24.7498385;42.15, 24.75;899.0;True
21777;https://openalex.org/I4210105723;INSTITUTE OF MOLECULAR BIOLOGY AND BIOTECHNOLOGY;FORTH Institute of Molecular Biology and Biotechnology;42.1419118, 24.7498385;35.32787, 25.14341;758453.0;False
21778;https://openalex.org/I2801641283;EESTI KIRJANDUSMUUSEUM;Estonian Literary Museum;58.37397, 26.71747;58.38062, 26.72509;863.0;True
21796;https://openalex.org/I4210087769;SOFTWARE AG;Software AG (Italy);49.65613355, 8.5615419;41.89193, 12.51133;915740.0;False
21811;https://openalex.org/I4210145009;SCIENSANO;Sciensano (Belgium);50.82433, 4.3817642;50.85045, 4.34878;3715.0;False
21822;https://openalex.org/I201448701;UNIVERSITY OF WASHINGTON;University of Washington;;47.60621, -122.33207;;True
21827;https://openalex.org/I4210159574;PNO CONSULTANTS;PNO Consultants (Netherlands);48.897818, 2.3114602;52.03634, 4.32501;376927.0;False
21836;https://openalex.org/I4210109164;Teleflex;Teleflex (United States);;40.044, -75.38769;;False
21841;https://openalex.org/I4210110330;DEPARTMENT OF HEALTH? SOCIAL SERVICES AND PUBLIC SAFETY;Department of Health Social Services and Public Safety;54.59920345, -5.830224015498956;54.59682, -5.92541;6137.0;False
21842;https://openalex.org/I4210113138;GAC;Guangzhou Automobile Group (China);48.8250508, 2.273457;23.11667, 113.25;9505277.0;False
21846;https://openalex.org/I4210090918;BUNDESMINISTERIUM DES INNERN;Federal Ministry of the Interior;52.5242125, 13.347073;52.52437, 13.41053;4293.0;True
21851;https://openalex.org/I133837150;UNIVERSITY OF HUDDERSFIELD;University of Huddersfield;53.6466645, -1.7822482;53.64904, -1.78416;293.0;True
21853;https://openalex.org/I889077771;INTERNATIONAL CENTRE FOR THE STUDY OF THE PRESERVATION AND RESTORATION OF CULTURAL PROPERTY;International Centre for the Study of the Preservation and Restoration of Cultural Property;41.9174565, 12.550193132459807;41.89193, 12.51133;4290.0;True
21867;https://openalex.org/I4210096643;COMPAGNIA DI SAN PAOLO;Compagnia di San Paolo;45.0645761, 7.6730825;45.07049, 7.68682;1263.0;True
21881;https://openalex.org/I4068193;UNIVERZITET U BEOGRADU;University of Belgrade;44.8183857, 20.4571614;44.80401, 20.46513;1718.0;True
21888;https://openalex.org/I4387152978;STICHTING EIFL.NET;EIFL;52.0381199, 5.0791451;54.68916, 25.2798;1367292.0;True
21891;https://openalex.org/I4210103299;AND CONSULTING GROUP;Pioneers Research and Consulting Group (Switzerland);50.83857005, 4.375756406648373;46.51127, 6.49854;505732.0;False
21892;https://openalex.org/I2906629628;ATENEO PONTIFICIO REGINA APOSTOLORUM;Pontifical Athenaeum Regina Apostolorum;41.879132, 12.3945282089887;41.89193, 12.51133;9773.0;True
21896;https://openalex.org/I4210130643;MENINGITIS RESEARCH FOUNDATION;Meningitis Research Foundation;51.4538022, -2.5972985;51.45523, -2.59665;165.0;True
21914;https://openalex.org/I4210112525;HRVATSKI VETERINARSKI INSTITUT;Croatian Veterinary Institute;45.79135665, 15.957038664086301;45.81444, 15.97798;3037.0;False
21923;https://openalex.org/I4210144488;Institut National des Sciences et Technologies de la Mer;Institut National des Sciences et Technologies de la Mer;33.8439408, 9.400138;36.81897, 10.16579;338017.0;True
21929;https://openalex.org/I4210106246;COCONUT INDUSTRY BOARD;Coconut Industry Board;17.977064, -76.7642832;17.99702, -76.79358;3811.0;True
21931;https://openalex.org/I4210123114;INSTITUTO DE INVESTIGACIONES EN FRUTICULTURA TROPICAL;Instituto de Investigaciones en Fruticultura Tropical;23.1379911, -82.3658562;23.13302, -82.38304;1842.0;True
21932;https://openalex.org/I4210097172;COLEGIO DE POSTGRADUADOS;Colegio de Postgraduados;;19.45711, -98.90835;;True
21950;https://openalex.org/I4210146646;DFRC AG;Data Fusion Research Center;47.1731809, 8.5132702;47.17242, 8.51745;327.0;True
21996;https://openalex.org/I4210110783;BERGEN KOMMUNE;Bergen Kommune;60.3921075, 5.3280035;60.39299, 5.32415;233.0;True
21998;https://openalex.org/I4210128791;OSLO KOMMUNE;Oslo Kommune;60.0518829, 10.6799603;59.91273, 10.74609;15904.0;True
22007;https://openalex.org/I4210154634;BERLINER WASSERBETRIEBE;Berliner Wasserbetriebe (Germany);52.5158333, 13.4104844;52.52437, 13.41053;949.0;False
22013;https://openalex.org/I4210100748;MINISTERO DELLA GIUSTIZIA;Ministry of Justice;41.893032, 12.4752722;41.89193, 12.51133;2987.0;True
22021;https://openalex.org/I4210121321;FONDAZIONE ANT ITALIA ONLUS;ANT Foundation Italy Onlus;44.5205789, 11.3534603;44.49381, 11.33875;3197.0;True
22030;https://openalex.org/I4210099739;PROTEUS;Proteus (New Zealand);48.6966578, 2.2973253;-45.87416, 170.50362;19072947.0;False
22040;https://openalex.org/I107603542;COURTAULD INSTITUTE OF ART;Courtauld Institute of Art;51.5116948, -0.117442;51.50853, -0.12574;674.0;True
22050;https://openalex.org/I4210161189;PROBAYES;ProbaYes (France);45.2135757, 5.8063112;45.22537, 5.8017;1360.0;False
22086;https://openalex.org/I4210148002;INNOVATION FOR AGRICULTURE;Institute for Research and Innovation in Irrigated Agriculture;52.3450526, -1.5816027;-3.71722, -38.54306;7134812.0;False
22102;https://openalex.org/I144552512;NIAB;Nuclear Institute for Agriculture and Biology;52.221651, 0.09176977659523285;31.41554, 73.08969;6183312.0;False
22109;https://openalex.org/I4210144814;ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELL'ABRUZZO E DEL MOLISE G CAPORALE;Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise G. Caporale;36.79878575, 14.818226893108552;42.66123, 13.69901;658844.0;False
22122;https://openalex.org/I4210101466;LANDWIRTSCHAFTSKAMMER NIEDERSACHSEN;Landwirtschaftskammer Niedersachsen;53.151799, 8.2075867;53.14118, 8.21467;1272.0;True
22134;https://openalex.org/I4210093021;INSTYTUT ROZWOJU WSI I ROLNICTWA POLSKIEJ AKADEMII NAUK;Institute of Rural and Agricultural Development;52.2344802, 21.0188215;52.22977, 21.01178;710.0;True
22138;https://openalex.org/I3018988418;CENTRE HOSPITALIER UNIVERSITAIRE DE NICE;Centre Hospitalier Universitaire de Nice;43.72580105, 7.235540832707972;43.70313, 7.26608;3518.0;True
22149;https://openalex.org/I4210122703;CENTRO NACIONAL DE SANIDAD AGROPECUARIA;Centro Nacional de Sanidad Agropecuaria;22.8890013, -82.334382894669;22.96139, -82.15111;20423.0;True
22167;https://openalex.org/I4210133932;CHINA NATIONAL CENTER FOR FOOD SAFETY RISK ASSESSMENT;China National Center for Food Safety Risk Assessment;;39.9075, 116.39723;;True
22172;https://openalex.org/I4210126939;ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES;ZheJiang Academy of Agricultural Sciences;;30.29365, 120.16142;;True
22179;https://openalex.org/I4210094930;CHINESE ACADEMY OF INSPECTION & QUARANTINE;Chinese Academy of Inspection and Quarantine;;39.9075, 116.39723;;False
22185;https://openalex.org/I14243506;HONG KONG POLYTECHNIC UNIVERSITY;Hong Kong Polytechnic University;;22.27832, 114.17469;;True
22186;https://openalex.org/I4210161151;BEIJING CENTER FOR DISEASE PREVENTION AND CONTROL;Beijing Center for Disease Prevention and Control;;39.9075, 116.39723;;True
22187;https://openalex.org/I132369690;TIANJIN UNIVERSITY OF SCIENCE AND TECHNOLOGY;Tianjin University of Science and Technology;;39.14222, 117.17667;;True
22195;https://openalex.org/I4210158313;WELSH LOCAL GOVERNMENT ASSOCIATION;Welsh Local Government Association;51.4816546, -3.1791934;51.48, -3.18;192.0;True
22196;https://openalex.org/I2800196917;GLOUCESTERSHIRE COUNTY COUNCIL;Gloucestershire County Council;51.866355, -2.24870576408709;51.86568, -2.2431;392.0;True
22198;https://openalex.org/I4388891872;HELSINGIN KAUPUNKI;City of Helsinki;60.1713198, 24.9414566;60.16952, 24.93545;388.0;True
22257;https://openalex.org/I848706;SUNGKYUNKWAN UNIVERSITY;Sungkyunkwan University;;37.566, 126.9784;;True
22269;https://openalex.org/I4210156332;Chinese Research Academy of Environmental Sciences;Chinese Research Academy of Environmental Sciences;;39.9075, 116.39723;;True
22301;https://openalex.org/I4210093106;ISTITUTO PER GLI STUDI DI POLITICA INTERNAZIONALE;Institute for International Political Studies;45.4667744, 9.187187783080706;45.46427, 9.18951;332.0;True
22302;https://openalex.org/I2799593479;Education Scotland;Education Scotland;55.8859826, -3.52200918192825;55.90288, -3.52261;1879.0;True
22305;https://openalex.org/I167147083;ODI;Overseas Development Institute;51.5045892, -0.10420757435486427;51.50853, -0.12574;1553.0;False
22306;https://openalex.org/I153718931;UNIVERSITY OF OTTAWA;University of Ottawa;45.421106, -75.690308;45.41117, -75.69812;1262.0;True
22314;https://openalex.org/I2801103342;EBU-UER;European Broadcasting Union;50.8411007, 4.3667149;46.20222, 6.14569;532156.0;False
22329;https://openalex.org/I4210164244;Radioactive Waste Repository Authority;Radioactive Waste Repository Authority;50.0870141, 14.432363;50.08804, 14.42076;836.0;True
22330;https://openalex.org/I4210118308;RADIOACTIVE WASTE MANAGEMENT LIMITED;Public Limited Company for Radioactive Waste Management;54.6143136, -2.94209672343934;47.49835, 19.04045;1718181.0;False
22344;https://openalex.org/I4210109057;FRAMATOME;Framatome (Germany);48.89249165, 2.2418952187712513;49.59099, 11.00783;640718.0;False
22351;https://openalex.org/I62921916;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;Universidade Federal Rural de Pernambuco;-8.0641931, -34.8781517;-8.05389, -34.88111;1191.0;True
22356;https://openalex.org/I4104125;UNIVERSIDADE FEDERAL DE SANTA CATARINA.;Universidade Federal de Santa Catarina;-27.5893834, -48.5224004;-27.59667, -48.54917;2760.0;False
22370;https://openalex.org/I4407990238;VERTICAL;Vertical Farm Institute;50.7008155, 3.1581824;48.20849, 16.37208;992978.0;False
22379;https://openalex.org/I72816309;DREXEL UNIVERSITY;Drexel University;39.9576839, -75.1879488;39.95238, -75.16362;2156.0;True
22438;https://openalex.org/I4210145357;CHERRY BIOTECH;Cherry Biotech (France);48.11690815, -1.69744898175924;48.11198, -1.67429;1805.0;False
22449;https://openalex.org/I4210122463;NEAPOLIS UNIVERSITY;Neapolis University Pafos;34.7485571, 32.4249001;34.77679, 32.42451;3140.0;False
22456;https://openalex.org/I4210120766;INSTITUTE OF DEVELOPMENT STUDIES;Institute of Development Studies;50.86794365, -0.0878561276016315;50.82838, -0.13947;5699.0;True
22457;https://openalex.org/I111236770;UNIVERSITY OF VERMONT AND STATE AGRICULTURAL COLLEGE;University of Vermont;44.4723989, -73.2114941;44.47588, -73.21207;390.0;True
22462;https://openalex.org/I2802152550;Island Institute;Earth Island Institute;44.1723869, -69.1209239;37.87159, -122.27275;4435207.0;False
22466;https://openalex.org/I4387155757;EUROPEAN MARINE BIOLOGICAL RESOURCE CENTRE EUROPEAN RESEARCH INFRASTRUCTURE CONSORTIUM;European Marine Biological Resource Centre;48.8475204, 2.3540465;48.85341, 2.3488;759.0;False
22475;https://openalex.org/I181631907;UNIVERSITY OF IBADAN;University of Ibadan;7.3777462, 3.8972497;7.37756, 3.90591;955.0;True
22482;https://openalex.org/I4210154502;LEBANESE AGRICULTURAL RESEARCH INSTITUTE;Lebanese Agricultural Research Institute;33.8640994, 36.01116101171689;33.89332, 35.50157;47156.0;True
22483;https://openalex.org/I110525433;ISLAMIC AZAD UNIVERSITY;Islamic Azad University, Tehran;35.3126047, 46.9978639;35.69439, 51.42151;402644.0;False
22528;https://openalex.org/I35841627;European Bank for Reconstruction and Development;European Bank for Reconstruction and Development;51.51502725, -0.09910751295360741;51.50853, -0.12574;1980.0;True
22532;https://openalex.org/I188127544;AMNESTY INTERNATIONAL;Amnesty International;47.4983815, 19.0404707;51.50853, -0.12574;1449115.0;True
22542;https://openalex.org/I4210165896;FUJIFILM VisualSonics;FujiFilm VisualSonics (Canada);52.3727598, 4.8936041;43.70643, -79.39864;5978099.0;False
22552;https://openalex.org/I4210093466;Audionamix;Audionamix (France);48.8566101, 2.3514992;48.85341, 2.3488;407.0;False
22560;https://openalex.org/I4210088452;Culture and Sport Glasgow;Glasgow Life;55.8601236, -4.2393619;55.86515, -4.25763;1270.0;True
22564;https://openalex.org/I103187081;SMITHSONIAN INSTITUTION;Smithsonian Institution;38.9059164, -77.0369296959705;38.89511, -77.03637;1203.0;True
22565;https://openalex.org/I4210096003;Nunatta Katersugaasivia Allagaateqarfialu;Greenland National Museum & Archives;64.1764304, -51.7465889;64.18347, -51.72157;1443.0;True
22574;https://openalex.org/I1289895318;Norwegian Institute of International Affairs;Norwegian Institute of International Affairs;59.9133301, 10.7389701;59.91273, 10.74609;402.0;True
22576;https://openalex.org/I4210142623;British Institute in Eastern Africa;British Institute in Eastern Africa;-1.3031689499999999, 36.826061224105075;-1.28333, 36.81667;2441.0;True
22580;https://openalex.org/I2801779827;Centre for Development and Enterprise;Centre for Development and Enterprise;-26.214795000000002, 27.919477916666665;-26.20227, 28.04363;12464.0;True
22584;https://openalex.org/I4399657941;Institut des Sciences des Sociétés;Institut des Sciences des Sociétés;12.0753083, -1.6880314;12.36566, -1.53388;36373.0;True
22588;https://openalex.org/I154526488;National Institute of Medical Research;Inserm;-6.8160837, 39.2803583;48.85341, 2.3488;7155368.0;False
22596;https://openalex.org/I1341412227;IBM;IBM (United States);43.1561681, -75.8449946;41.12648, -73.71402;285996.0;False
22599;https://openalex.org/I1320320070;Food & Drug Administration;United States Food and Drug Administration;38.9959081, -77.0288918;38.99067, -77.02609;631.0;False
22620;https://openalex.org/I4210098835;John Benjamins;John Benjamins Publishing Company (Netherlands);52.3727598, 4.8936041;52.37403, 4.88969;301.0;True
22623;https://openalex.org/I198945027;Central European University;Central European University;47.4983815, 19.0404707;48.20849, 16.37208;214173.0;True
22624;https://openalex.org/I4210156707;Fondazione IRCCS;Fondazione IRCCS Istituto Nazionale dei Tumori;45.4667971, 9.1904984;45.46427, 9.18951;291.0;False
22625;https://openalex.org/I4210100947;Royal Dutch Kentalis;Royal Dutch Kentalis;51.6391001, 5.3515392;51.64167, 5.35278;298.0;True
22628;https://openalex.org/I10902133;University Jaume I;Universitat Jaume I;39.4699014, -0.3759513;39.98567, -0.04935;63790.0;False
22630;https://openalex.org/I161548249;University of Bangor;Bangor University;53.2277187, -4.1268822;53.22752, -4.12936;166.0;False
22637;https://openalex.org/I4210101141;LUXEMBOURG INSTITUTE OF HEALTH;Luxembourg Institute of Health;49.6169578, 6.1011305;49.62056, 6.07333;2042.0;True
22648;https://openalex.org/I4210086335;WATCH;World Water Watch;41.894802, 12.4853384;45.52345, -122.67621;9326675.0;False
22660;https://openalex.org/I4210089872;Isthmus;Universidad del Istmo;48.8343574, 2.3086834;8.9936, -79.51973;8658995.0;False
22671;https://openalex.org/I188922065;UNIWERSYTET EKONOMICZNY W KATOWICACH;University of Economics in Katowice;50.2598987, 19.0215852;50.25841, 19.02754;455.0;True
22704;https://openalex.org/I4210110766;DIPLOMATISCHE AKADEMIE WIEN;Diplomatic Academy of Vienna;48.19426965, 16.370379261425626;48.20849, 16.37208;1586.0;True
22708;https://openalex.org/I4210154362;LEBANON SUPPORT;Lebanon Support;33.8756851, 35.5211486;33.89332, 35.50157;2667.0;True
22767;https://openalex.org/I49439280;KYRGYZ NATIONAL UNIVERSITY NAMED AFTER JUSUP BALASAGYN;Kyrgyz National University;42.8823142, 74.587223;42.87, 74.59;1388.0;True
22770;https://openalex.org/I80338172;JAHON IQTISODIYOTI VA DIPLOMATIYA UNIVERSITETI;University of World Economy and Diplomacy;41.3181644, 69.2957419;41.26465, 69.21627;8916.0;True
22796;https://openalex.org/I79765343;VAASAN YLIOPISTO;University of Vaasa;63.1023624, 21.6017681;63.096, 21.61577;998.0;True
